E01,ROL01,PER01,A001
E2419,ROL2419,PER2419,A2419
E2420,ROL2420,PER2420,A2420
E2421,ROL2421,PER2421,A2421
E2422,ROL2422,PER2422,A2422
E2423,ROL2423,PER2423,A2423
E2424,ROL2424,PER2424,A2424
E2425,ROL2425,PER2425,A2425
E2426,ROL2426,PER2426,A2426
E2427,ROL2427,PER2427,A2427
E2428,ROL2428,PER2428,A2428
E2429,ROL2429,PER2429,A2429
E2430,ROL2430,PER2430,A2430
E2431,ROL2431,PER2431,A2431
E2432,ROL2432,PER2432,A2432
E2433,ROL2433,PER2433,A2433
E2434,ROL2434,PER2434,A2434
E2435,ROL2435,PER2435,A2435
E2436,ROL2436,PER2436,A2436
E2437,ROL2437,PER2437,A2437
E2438,ROL2438,PER2438,A2438
E2439,ROL2439,PER2439,A2439
E2440,ROL2440,PER2440,A2440
E2441,ROL2441,PER2441,A2441
E2442,ROL2442,PER2442,A2442
E2443,ROL2443,PER2443,A2443
E2444,ROL2444,PER2444,A2444
E2445,ROL2445,PER2445,A2445
E2446,ROL2446,PER2446,A2446
E2447,ROL2447,PER2447,A2447
E2448,ROL2448,PER2448,A2448
E2449,ROL2449,PER2449,A2449
E2450,ROL2450,PER2450,A2450
E2451,ROL2451,PER2451,A2451
E2452,ROL2452,PER2452,A2452
E2453,ROL2453,PER2453,A2453
E2454,ROL2454,PER2454,A2454
E2455,ROL2455,PER2455,A2455
E2456,ROL2456,PER2456,A2456
E2457,ROL2457,PER2457,A2457
E2458,ROL2458,PER2458,A2458
E2459,ROL2459,PER2459,A2459
E2460,ROL2460,PER2460,A2460
E2461,ROL2461,PER2461,A2461
E2462,ROL2462,PER2462,A2462
E2463,ROL2463,PER2463,A2463
E2464,ROL2464,PER2464,A2464
E2465,ROL2465,PER2465,A2465
E2466,ROL2466,PER2466,A2466
E2467,ROL2467,PER2467,A2467
E2468,ROL2468,PER2468,A2468
E2469,ROL2469,PER2469,A2469
E2470,ROL2470,PER2470,A2470
E2471,ROL2471,PER2471,A2471
E2472,ROL2472,PER2472,A2472
E2473,ROL2473,PER2473,A2473
E2474,ROL2474,PER2474,A2474
E2475,ROL2475,PER2475,A2475
E2476,ROL2476,PER2476,A2476
E2477,ROL2477,PER2477,A2477
E2478,ROL2478,PER2478,A2478
E2479,ROL2479,PER2479,A2479
E2480,ROL2480,PER2480,A2480
E2481,ROL2481,PER2481,A2481
E2482,ROL2482,PER2482,A2482
E2483,ROL2483,PER2483,A2483
E2484,ROL2484,PER2484,A2484
E2485,ROL2485,PER2485,A2485
E2486,ROL2486,PER2486,A2486
E2487,ROL2487,PER2487,A2487
E2488,ROL2488,PER2488,A2488
E2489,ROL2489,PER2489,A2489
E2490,ROL2490,PER2490,A2490
E2491,ROL2491,PER2491,A2491
E2492,ROL2492,PER2492,A2492
E2493,ROL2493,PER2493,A2493
E2494,ROL2494,PER2494,A2494
E2495,ROL2495,PER2495,A2495
E2496,ROL2496,PER2496,A2496
E2497,ROL2497,PER2497,A2497
E2498,ROL2498,PER2498,A2498
E2499,ROL2499,PER2499,A2499
E2500,ROL2500,PER2500,A2500
E2501,ROL2501,PER2501,A2501
E2502,ROL2502,PER2502,A2502
E2503,ROL2503,PER2503,A2503
E2504,ROL2504,PER2504,A2504
E2505,ROL2505,PER2505,A2505
E2506,ROL2506,PER2506,A2506
E2507,ROL2507,PER2507,A2507
E2508,ROL2508,PER2508,A2508
E2509,ROL2509,PER2509,A2509
E2510,ROL2510,PER2510,A2510
E2511,ROL2511,PER2511,A2511
E2512,ROL2512,PER2512,A2512
E2513,ROL2513,PER2513,A2513
E2514,ROL2514,PER2514,A2514
E2515,ROL2515,PER2515,A2515
E2516,ROL2516,PER2516,A2516
E2517,ROL2517,PER2517,A2517
E2518,ROL2518,PER2518,A2518
E2519,ROL2519,PER2519,A2519
E2520,ROL2520,PER2520,A2520
E2521,ROL2521,PER2521,A2521
E2522,ROL2522,PER2522,A2522
E2523,ROL2523,PER2523,A2523
E2524,ROL2524,PER2524,A2524
E2525,ROL2525,PER2525,A2525
E2526,ROL2526,PER2526,A2526
E2527,ROL2527,PER2527,A2527
E2528,ROL2528,PER2528,A2528
E2529,ROL2529,PER2529,A2529
E2530,ROL2530,PER2530,A2530
E2531,ROL2531,PER2531,A2531
E2532,ROL2532,PER2532,A2532
E2533,ROL2533,PER2533,A2533
E2534,ROL2534,PER2534,A2534
E2535,ROL2535,PER2535,A2535
E2536,ROL2536,PER2536,A2536
E2537,ROL2537,PER2537,A2537
E2538,ROL2538,PER2538,A2538
E2539,ROL2539,PER2539,A2539
E2540,ROL2540,PER2540,A2540
E2541,ROL2541,PER2541,A2541
E2542,ROL2542,PER2542,A2542
E2543,ROL2543,PER2543,A2543
E2544,ROL2544,PER2544,A2544
E2545,ROL2545,PER2545,A2545
E2546,ROL2546,PER2546,A2546
E2547,ROL2547,PER2547,A2547
E2548,ROL2548,PER2548,A2548
E2549,ROL2549,PER2549,A2549
E2550,ROL2550,PER2550,A2550
E2551,ROL2551,PER2551,A2551
E2552,ROL2552,PER2552,A2552
E2553,ROL2553,PER2553,A2553
E2554,ROL2554,PER2554,A2554
E2555,ROL2555,PER2555,A2555
E2556,ROL2556,PER2556,A2556
E2557,ROL2557,PER2557,A2557
E2558,ROL2558,PER2558,A2558
E2559,ROL2559,PER2559,A2559
E2560,ROL2560,PER2560,A2560
E2561,ROL2561,PER2561,A2561
E2562,ROL2562,PER2562,A2562
E2563,ROL2563,PER2563,A2563
E2564,ROL2564,PER2564,A2564
E2565,ROL2565,PER2565,A2565
E2566,ROL2566,PER2566,A2566
E2567,ROL2567,PER2567,A2567
E2568,ROL2568,PER2568,A2568
E2569,ROL2569,PER2569,A2569
E2570,ROL2570,PER2570,A2570
E2571,ROL2571,PER2571,A2571
E2572,ROL2572,PER2572,A2572
E2573,ROL2573,PER2573,A2573
E2574,ROL2574,PER2574,A2574
E2575,ROL2575,PER2575,A2575
E2576,ROL2576,PER2576,A2576
E2577,ROL2577,PER2577,A2577
E2578,ROL2578,PER2578,A2578
E2579,ROL2579,PER2579,A2579
E2580,ROL2580,PER2580,A2580
E2581,ROL2581,PER2581,A2581
E2582,ROL2582,PER2582,A2582
E2583,ROL2583,PER2583,A2583
E2584,ROL2584,PER2584,A2584
E2585,ROL2585,PER2585,A2585
E2586,ROL2586,PER2586,A2586
E2587,ROL2587,PER2587,A2587
E2588,ROL2588,PER2588,A2588
E2589,ROL2589,PER2589,A2589
E2590,ROL2590,PER2590,A2590
E2591,ROL2591,PER2591,A2591
E2592,ROL2592,PER2592,A2592
E2593,ROL2593,PER2593,A2593
E2594,ROL2594,PER2594,A2594
E2595,ROL2595,PER2595,A2595
E2596,ROL2596,PER2596,A2596
E2597,ROL2597,PER2597,A2597
E2598,ROL2598,PER2598,A2598
E2599,ROL2599,PER2599,A2599
E2600,ROL2600,PER2600,A2600
E2601,ROL2601,PER2601,A2601
E2602,ROL2602,PER2602,A2602
E2603,ROL2603,PER2603,A2603
E2604,ROL2604,PER2604,A2604
E2605,ROL2605,PER2605,A2605
E2606,ROL2606,PER2606,A2606
E2607,ROL2607,PER2607,A2607
E2608,ROL2608,PER2608,A2608
E2609,ROL2609,PER2609,A2609
E2610,ROL2610,PER2610,A2610
E2611,ROL2611,PER2611,A2611
E2612,ROL2612,PER2612,A2612
E2613,ROL2613,PER2613,A2613
E2614,ROL2614,PER2614,A2614
E2615,ROL2615,PER2615,A2615
E2616,ROL2616,PER2616,A2616
E2617,ROL2617,PER2617,A2617
E2618,ROL2618,PER2618,A2618
E2619,ROL2619,PER2619,A2619
E2620,ROL2620,PER2620,A2620
E2621,ROL2621,PER2621,A2621
E2622,ROL2622,PER2622,A2622
E2623,ROL2623,PER2623,A2623
E2624,ROL2624,PER2624,A2624
E2625,ROL2625,PER2625,A2625
E2626,ROL2626,PER2626,A2626
E2627,ROL2627,PER2627,A2627
E2628,ROL2628,PER2628,A2628
E2629,ROL2629,PER2629,A2629
E2630,ROL2630,PER2630,A2630
E2631,ROL2631,PER2631,A2631
E2632,ROL2632,PER2632,A2632
E2633,ROL2633,PER2633,A2633
E2634,ROL2634,PER2634,A2634
E2635,ROL2635,PER2635,A2635
E2636,ROL2636,PER2636,A2636
E2637,ROL2637,PER2637,A2637
E2638,ROL2638,PER2638,A2638
E2639,ROL2639,PER2639,A2639
E2640,ROL2640,PER2640,A2640
E2641,ROL2641,PER2641,A2641
E2642,ROL2642,PER2642,A2642
E2643,ROL2643,PER2643,A2643
E2644,ROL2644,PER2644,A2644
E2645,ROL2645,PER2645,A2645
E2646,ROL2646,PER2646,A2646
E2647,ROL2647,PER2647,A2647
E2648,ROL2648,PER2648,A2648
E2649,ROL2649,PER2649,A2649
E2650,ROL2650,PER2650,A2650
E2651,ROL2651,PER2651,A2651
E2652,ROL2652,PER2652,A2652
E2653,ROL2653,PER2653,A2653
E2654,ROL2654,PER2654,A2654
E2655,ROL2655,PER2655,A2655
E2656,ROL2656,PER2656,A2656
E2657,ROL2657,PER2657,A2657
E2658,ROL2658,PER2658,A2658
E2659,ROL2659,PER2659,A2659
E2660,ROL2660,PER2660,A2660
E2661,ROL2661,PER2661,A2661
E2662,ROL2662,PER2662,A2662
E2663,ROL2663,PER2663,A2663
E2664,ROL2664,PER2664,A2664
E2665,ROL2665,PER2665,A2665
E2666,ROL2666,PER2666,A2666
E2667,ROL2667,PER2667,A2667
E2668,ROL2668,PER2668,A2668
E2669,ROL2669,PER2669,A2669
E2670,ROL2670,PER2670,A2670
E2671,ROL2671,PER2671,A2671
E2672,ROL2672,PER2672,A2672
E2673,ROL2673,PER2673,A2673
E2674,ROL2674,PER2674,A2674
E2675,ROL2675,PER2675,A2675
E2676,ROL2676,PER2676,A2676
E2677,ROL2677,PER2677,A2677
E2678,ROL2678,PER2678,A2678
E2679,ROL2679,PER2679,A2679
E2680,ROL2680,PER2680,A2680
E2681,ROL2681,PER2681,A2681
E2682,ROL2682,PER2682,A2682
E2683,ROL2683,PER2683,A2683
E2684,ROL2684,PER2684,A2684
E2685,ROL2685,PER2685,A2685
E2686,ROL2686,PER2686,A2686
E2687,ROL2687,PER2687,A2687
E2688,ROL2688,PER2688,A2688
E2689,ROL2689,PER2689,A2689
E2690,ROL2690,PER2690,A2690
E2691,ROL2691,PER2691,A2691
E2692,ROL2692,PER2692,A2692
E2693,ROL2693,PER2693,A2693
E2694,ROL2694,PER2694,A2694
E2695,ROL2695,PER2695,A2695
E2696,ROL2696,PER2696,A2696
E2697,ROL2697,PER2697,A2697
E2698,ROL2698,PER2698,A2698
E2699,ROL2699,PER2699,A2699
E2700,ROL2700,PER2700,A2700
E2701,ROL2701,PER2701,A2701
E2702,ROL2702,PER2702,A2702
E2703,ROL2703,PER2703,A2703
E2704,ROL2704,PER2704,A2704
E2705,ROL2705,PER2705,A2705
E2706,ROL2706,PER2706,A2706
E2707,ROL2707,PER2707,A2707
E2708,ROL2708,PER2708,A2708
E2709,ROL2709,PER2709,A2709
E2710,ROL2710,PER2710,A2710
E2711,ROL2711,PER2711,A2711
E2712,ROL2712,PER2712,A2712
E2713,ROL2713,PER2713,A2713
E2714,ROL2714,PER2714,A2714
E2715,ROL2715,PER2715,A2715
E2716,ROL2716,PER2716,A2716
E2717,ROL2717,PER2717,A2717
E2718,ROL2718,PER2718,A2718
E2719,ROL2719,PER2719,A2719
E2720,ROL2720,PER2720,A2720
E2721,ROL2721,PER2721,A2721
E2722,ROL2722,PER2722,A2722
E2723,ROL2723,PER2723,A2723
E2724,ROL2724,PER2724,A2724
E2725,ROL2725,PER2725,A2725
E2726,ROL2726,PER2726,A2726
E2727,ROL2727,PER2727,A2727
E2728,ROL2728,PER2728,A2728
E2729,ROL2729,PER2729,A2729
E2730,ROL2730,PER2730,A2730
E2731,ROL2731,PER2731,A2731
E2732,ROL2732,PER2732,A2732
E2733,ROL2733,PER2733,A2733
E2734,ROL2734,PER2734,A2734
E2735,ROL2735,PER2735,A2735
E2736,ROL2736,PER2736,A2736
E2737,ROL2737,PER2737,A2737
E2738,ROL2738,PER2738,A2738
E2739,ROL2739,PER2739,A2739
E2740,ROL2740,PER2740,A2740
E2741,ROL2741,PER2741,A2741
E2742,ROL2742,PER2742,A2742
E2743,ROL2743,PER2743,A2743
E2744,ROL2744,PER2744,A2744
E2745,ROL2745,PER2745,A2745
E2746,ROL2746,PER2746,A2746
E2747,ROL2747,PER2747,A2747
E2748,ROL2748,PER2748,A2748
E2749,ROL2749,PER2749,A2749
E2750,ROL2750,PER2750,A2750
E2751,ROL2751,PER2751,A2751
E2752,ROL2752,PER2752,A2752
E2753,ROL2753,PER2753,A2753
E2754,ROL2754,PER2754,A2754
E2755,ROL2755,PER2755,A2755
E2756,ROL2756,PER2756,A2756
E2757,ROL2757,PER2757,A2757
E2758,ROL2758,PER2758,A2758
E2759,ROL2759,PER2759,A2759
E2760,ROL2760,PER2760,A2760
E2761,ROL2761,PER2761,A2761
E2762,ROL2762,PER2762,A2762
E2763,ROL2763,PER2763,A2763
E2764,ROL2764,PER2764,A2764
E2765,ROL2765,PER2765,A2765
E2766,ROL2766,PER2766,A2766
E2767,ROL2767,PER2767,A2767
E2768,ROL2768,PER2768,A2768
E2769,ROL2769,PER2769,A2769
E2770,ROL2770,PER2770,A2770
E2771,ROL2771,PER2771,A2771
E2772,ROL2772,PER2772,A2772
E2773,ROL2773,PER2773,A2773
E2774,ROL2774,PER2774,A2774
E2775,ROL2775,PER2775,A2775
E2776,ROL2776,PER2776,A2776
E2777,ROL2777,PER2777,A2777
E2778,ROL2778,PER2778,A2778
E2779,ROL2779,PER2779,A2779
E2780,ROL2780,PER2780,A2780
E2781,ROL2781,PER2781,A2781
E2782,ROL2782,PER2782,A2782
E2783,ROL2783,PER2783,A2783
E2784,ROL2784,PER2784,A2784
E2785,ROL2785,PER2785,A2785
E2786,ROL2786,PER2786,A2786
E2787,ROL2787,PER2787,A2787
E2788,ROL2788,PER2788,A2788
E2789,ROL2789,PER2789,A2789
E2790,ROL2790,PER2790,A2790
E2791,ROL2791,PER2791,A2791
E2792,ROL2792,PER2792,A2792
E2793,ROL2793,PER2793,A2793
E2794,ROL2794,PER2794,A2794
E2795,ROL2795,PER2795,A2795
E2796,ROL2796,PER2796,A2796
E2797,ROL2797,PER2797,A2797
E2798,ROL2798,PER2798,A2798
E2799,ROL2799,PER2799,A2799
E2800,ROL2800,PER2800,A2800
E2801,ROL2801,PER2801,A2801
E2802,ROL2802,PER2802,A2802
E2803,ROL2803,PER2803,A2803
E2804,ROL2804,PER2804,A2804
E2805,ROL2805,PER2805,A2805
E2806,ROL2806,PER2806,A2806
E2807,ROL2807,PER2807,A2807
E2808,ROL2808,PER2808,A2808
E2809,ROL2809,PER2809,A2809
E2810,ROL2810,PER2810,A2810
E2811,ROL2811,PER2811,A2811
E2812,ROL2812,PER2812,A2812
E2813,ROL2813,PER2813,A2813
E2814,ROL2814,PER2814,A2814
E2815,ROL2815,PER2815,A2815
E2816,ROL2816,PER2816,A2816
E2817,ROL2817,PER2817,A2817
E2818,ROL2818,PER2818,A2818
E2819,ROL2819,PER2819,A2819
E2820,ROL2820,PER2820,A2820
E2821,ROL2821,PER2821,A2821
E2822,ROL2822,PER2822,A2822
E2823,ROL2823,PER2823,A2823
E2824,ROL2824,PER2824,A2824
E2825,ROL2825,PER2825,A2825
E2826,ROL2826,PER2826,A2826
E2827,ROL2827,PER2827,A2827
E2828,ROL2828,PER2828,A2828
E2829,ROL2829,PER2829,A2829
E2830,ROL2830,PER2830,A2830
E2831,ROL2831,PER2831,A2831
E2832,ROL2832,PER2832,A2832
E2833,ROL2833,PER2833,A2833
E2834,ROL2834,PER2834,A2834
E2835,ROL2835,PER2835,A2835
E2836,ROL2836,PER2836,A2836
E2837,ROL2837,PER2837,A2837
E2838,ROL2838,PER2838,A2838
E2839,ROL2839,PER2839,A2839
E2840,ROL2840,PER2840,A2840
E2841,ROL2841,PER2841,A2841
E2842,ROL2842,PER2842,A2842
E2843,ROL2843,PER2843,A2843
E2844,ROL2844,PER2844,A2844
E2845,ROL2845,PER2845,A2845
E2846,ROL2846,PER2846,A2846
E2847,ROL2847,PER2847,A2847
E2848,ROL2848,PER2848,A2848
E2849,ROL2849,PER2849,A2849
E2850,ROL2850,PER2850,A2850
E2851,ROL2851,PER2851,A2851
E2852,ROL2852,PER2852,A2852
E2853,ROL2853,PER2853,A2853
E2854,ROL2854,PER2854,A2854
E2855,ROL2855,PER2855,A2855
E2856,ROL2856,PER2856,A2856
E2857,ROL2857,PER2857,A2857
E2858,ROL2858,PER2858,A2858
E2859,ROL2859,PER2859,A2859
E2860,ROL2860,PER2860,A2860
E2861,ROL2861,PER2861,A2861
E2862,ROL2862,PER2862,A2862
E2863,ROL2863,PER2863,A2863
E2864,ROL2864,PER2864,A2864
E2865,ROL2865,PER2865,A2865
E2866,ROL2866,PER2866,A2866
E2867,ROL2867,PER2867,A2867
E2868,ROL2868,PER2868,A2868
E2869,ROL2869,PER2869,A2869
E2870,ROL2870,PER2870,A2870
E2871,ROL2871,PER2871,A2871
E2872,ROL2872,PER2872,A2872
E2873,ROL2873,PER2873,A2873
E2874,ROL2874,PER2874,A2874
E2875,ROL2875,PER2875,A2875
E2876,ROL2876,PER2876,A2876
E2877,ROL2877,PER2877,A2877
E2878,ROL2878,PER2878,A2878
E2879,ROL2879,PER2879,A2879
E2880,ROL2880,PER2880,A2880
E2881,ROL2881,PER2881,A2881
E2882,ROL2882,PER2882,A2882
E2883,ROL2883,PER2883,A2883
E2884,ROL2884,PER2884,A2884
E2885,ROL2885,PER2885,A2885
E2886,ROL2886,PER2886,A2886
E2887,ROL2887,PER2887,A2887
E2888,ROL2888,PER2888,A2888
E2889,ROL2889,PER2889,A2889
E2890,ROL2890,PER2890,A2890
E2891,ROL2891,PER2891,A2891
E2892,ROL2892,PER2892,A2892
E2893,ROL2893,PER2893,A2893
E2894,ROL2894,PER2894,A2894
E2895,ROL2895,PER2895,A2895
E2896,ROL2896,PER2896,A2896
E2897,ROL2897,PER2897,A2897
E2898,ROL2898,PER2898,A2898
E2899,ROL2899,PER2899,A2899
E2900,ROL2900,PER2900,A2900
E2901,ROL2901,PER2901,A2901
E2902,ROL2902,PER2902,A2902
E2903,ROL2903,PER2903,A2903
E2904,ROL2904,PER2904,A2904
E2905,ROL2905,PER2905,A2905
E2906,ROL2906,PER2906,A2906
E2907,ROL2907,PER2907,A2907
E2908,ROL2908,PER2908,A2908
E2909,ROL2909,PER2909,A2909
E2910,ROL2910,PER2910,A2910
E2911,ROL2911,PER2911,A2911
E2912,ROL2912,PER2912,A2912
E2913,ROL2913,PER2913,A2913
E2914,ROL2914,PER2914,A2914
E2915,ROL2915,PER2915,A2915
E2916,ROL2916,PER2916,A2916
E2917,ROL2917,PER2917,A2917
E2918,ROL2918,PER2918,A2918
E2919,ROL2919,PER2919,A2919
E2920,ROL2920,PER2920,A2920
E2921,ROL2921,PER2921,A2921
E2922,ROL2922,PER2922,A2922
E2923,ROL2923,PER2923,A2923
E2924,ROL2924,PER2924,A2924
E2925,ROL2925,PER2925,A2925
E2926,ROL2926,PER2926,A2926
E2927,ROL2927,PER2927,A2927
E2928,ROL2928,PER2928,A2928
E2929,ROL2929,PER2929,A2929
E2930,ROL2930,PER2930,A2930
E2931,ROL2931,PER2931,A2931
E2932,ROL2932,PER2932,A2932
E2933,ROL2933,PER2933,A2933
E2934,ROL2934,PER2934,A2934
E2935,ROL2935,PER2935,A2935
E2936,ROL2936,PER2936,A2936
E2937,ROL2937,PER2937,A2937
E2938,ROL2938,PER2938,A2938
E2939,ROL2939,PER2939,A2939
E2940,ROL2940,PER2940,A2940
E2941,ROL2941,PER2941,A2941
E2942,ROL2942,PER2942,A2942
E2943,ROL2943,PER2943,A2943
E2944,ROL2944,PER2944,A2944
E2945,ROL2945,PER2945,A2945
E2946,ROL2946,PER2946,A2946
E2947,ROL2947,PER2947,A2947
E2948,ROL2948,PER2948,A2948
E2949,ROL2949,PER2949,A2949
E2950,ROL2950,PER2950,A2950
E2951,ROL2951,PER2951,A2951
E2952,ROL2952,PER2952,A2952
E2953,ROL2953,PER2953,A2953
E2954,ROL2954,PER2954,A2954
E2955,ROL2955,PER2955,A2955
E2956,ROL2956,PER2956,A2956
E2957,ROL2957,PER2957,A2957
E2958,ROL2958,PER2958,A2958
E2959,ROL2959,PER2959,A2959
E2960,ROL2960,PER2960,A2960
E2961,ROL2961,PER2961,A2961
E2962,ROL2962,PER2962,A2962
E2963,ROL2963,PER2963,A2963
E2964,ROL2964,PER2964,A2964
E2965,ROL2965,PER2965,A2965
E2966,ROL2966,PER2966,A2966
E2967,ROL2967,PER2967,A2967
E2968,ROL2968,PER2968,A2968
E2969,ROL2969,PER2969,A2969
E2970,ROL2970,PER2970,A2970
E2971,ROL2971,PER2971,A2971
E2972,ROL2972,PER2972,A2972
E2973,ROL2973,PER2973,A2973
E2974,ROL2974,PER2974,A2974
E2975,ROL2975,PER2975,A2975
E2976,ROL2976,PER2976,A2976
E2977,ROL2977,PER2977,A2977
E2978,ROL2978,PER2978,A2978
E2979,ROL2979,PER2979,A2979
E2980,ROL2980,PER2980,A2980
E2981,ROL2981,PER2981,A2981
E2982,ROL2982,PER2982,A2982
E2983,ROL2983,PER2983,A2983
E2984,ROL2984,PER2984,A2984
E2985,ROL2985,PER2985,A2985
E2986,ROL2986,PER2986,A2986
E2987,ROL2987,PER2987,A2987
E2988,ROL2988,PER2988,A2988
E2989,ROL2989,PER2989,A2989
E2990,ROL2990,PER2990,A2990
E2991,ROL2991,PER2991,A2991
E2992,ROL2992,PER2992,A2992
E2993,ROL2993,PER2993,A2993
E2994,ROL2994,PER2994,A2994
E2995,ROL2995,PER2995,A2995
E2996,ROL2996,PER2996,A2996
E2997,ROL2997,PER2997,A2997
E2998,ROL2998,PER2998,A2998
E2999,ROL2999,PER2999,A2999
E3000,ROL3000,PER3000,A3000
E3001,ROL3001,PER3001,A3001
E3002,ROL3002,PER3002,A3002
E3003,ROL3003,PER3003,A3003
E3004,ROL3004,PER3004,A3004
E3005,ROL3005,PER3005,A3005
E3006,ROL3006,PER3006,A3006
E3007,ROL3007,PER3007,A3007
E3008,ROL3008,PER3008,A3008
E3009,ROL3009,PER3009,A3009
E3010,ROL3010,PER3010,A3010
E3011,ROL3011,PER3011,A3011
E3012,ROL3012,PER3012,A3012
E3013,ROL3013,PER3013,A3013
E3014,ROL3014,PER3014,A3014
E3015,ROL3015,PER3015,A3015
E3016,ROL3016,PER3016,A3016
E3017,ROL3017,PER3017,A3017
E3018,ROL3018,PER3018,A3018
E3019,ROL3019,PER3019,A3019
E3020,ROL3020,PER3020,A3020
E3021,ROL3021,PER3021,A3021
E3022,ROL3022,PER3022,A3022
E3023,ROL3023,PER3023,A3023
E3024,ROL3024,PER3024,A3024
E3025,ROL3025,PER3025,A3025
E3026,ROL3026,PER3026,A3026
E3027,ROL3027,PER3027,A3027
E3028,ROL3028,PER3028,A3028
E3029,ROL3029,PER3029,A3029
E3030,ROL3030,PER3030,A3030
E3031,ROL3031,PER3031,A3031
E3032,ROL3032,PER3032,A3032
E3033,ROL3033,PER3033,A3033
E3034,ROL3034,PER3034,A3034
E3035,ROL3035,PER3035,A3035
E3036,ROL3036,PER3036,A3036
E3037,ROL3037,PER3037,A3037
E3038,ROL3038,PER3038,A3038
E3039,ROL3039,PER3039,A3039
E3040,ROL3040,PER3040,A3040
E3041,ROL3041,PER3041,A3041
E3042,ROL3042,PER3042,A3042
E3043,ROL3043,PER3043,A3043
E3044,ROL3044,PER3044,A3044
E3045,ROL3045,PER3045,A3045
E3046,ROL3046,PER3046,A3046
E3047,ROL3047,PER3047,A3047
E3048,ROL3048,PER3048,A3048
E3049,ROL3049,PER3049,A3049
E3050,ROL3050,PER3050,A3050
E3051,ROL3051,PER3051,A3051
E3052,ROL3052,PER3052,A3052
E3053,ROL3053,PER3053,A3053
E3054,ROL3054,PER3054,A3054
E3055,ROL3055,PER3055,A3055
E3056,ROL3056,PER3056,A3056
E3057,ROL3057,PER3057,A3057
E3058,ROL3058,PER3058,A3058
E3059,ROL3059,PER3059,A3059
E3060,ROL3060,PER3060,A3060
E3061,ROL3061,PER3061,A3061
E3062,ROL3062,PER3062,A3062
E3063,ROL3063,PER3063,A3063
E3064,ROL3064,PER3064,A3064
E3065,ROL3065,PER3065,A3065
E3066,ROL3066,PER3066,A3066
E3067,ROL3067,PER3067,A3067
E3068,ROL3068,PER3068,A3068
E3069,ROL3069,PER3069,A3069
E3070,ROL3070,PER3070,A3070
E3071,ROL3071,PER3071,A3071
E3072,ROL3072,PER3072,A3072
E3073,ROL3073,PER3073,A3073
E3074,ROL3074,PER3074,A3074
E3075,ROL3075,PER3075,A3075
E3076,ROL3076,PER3076,A3076
E3077,ROL3077,PER3077,A3077
E3078,ROL3078,PER3078,A3078
E3079,ROL3079,PER3079,A3079
E3080,ROL3080,PER3080,A3080
E3081,ROL3081,PER3081,A3081
E3082,ROL3082,PER3082,A3082
E3083,ROL3083,PER3083,A3083
E3084,ROL3084,PER3084,A3084
E3085,ROL3085,PER3085,A3085
E3086,ROL3086,PER3086,A3086
E3087,ROL3087,PER3087,A3087
E3088,ROL3088,PER3088,A3088
E3089,ROL3089,PER3089,A3089
E3090,ROL3090,PER3090,A3090
E3091,ROL3091,PER3091,A3091
E3092,ROL3092,PER3092,A3092
E3093,ROL3093,PER3093,A3093
E3094,ROL3094,PER3094,A3094
E3095,ROL3095,PER3095,A3095
E3096,ROL3096,PER3096,A3096
E3097,ROL3097,PER3097,A3097
E3098,ROL3098,PER3098,A3098
E3099,ROL3099,PER3099,A3099
E3100,ROL3100,PER3100,A3100
E3101,ROL3101,PER3101,A3101
E3102,ROL3102,PER3102,A3102
E3103,ROL3103,PER3103,A3103
E3104,ROL3104,PER3104,A3104
E3105,ROL3105,PER3105,A3105
E3106,ROL3106,PER3106,A3106
E3107,ROL3107,PER3107,A3107
E3108,ROL3108,PER3108,A3108
E3109,ROL3109,PER3109,A3109
E3110,ROL3110,PER3110,A3110
E3111,ROL3111,PER3111,A3111
E3112,ROL3112,PER3112,A3112
E3113,ROL3113,PER3113,A3113
E3114,ROL3114,PER3114,A3114
E3115,ROL3115,PER3115,A3115
E3116,ROL3116,PER3116,A3116
E3117,ROL3117,PER3117,A3117
E3118,ROL3118,PER3118,A3118
E3119,ROL3119,PER3119,A3119
E3120,ROL3120,PER3120,A3120
E3121,ROL3121,PER3121,A3121
E3122,ROL3122,PER3122,A3122
E3123,ROL3123,PER3123,A3123
E3124,ROL3124,PER3124,A3124
E3125,ROL3125,PER3125,A3125
E3126,ROL3126,PER3126,A3126
E3127,ROL3127,PER3127,A3127
E3128,ROL3128,PER3128,A3128
E3129,ROL3129,PER3129,A3129
E3130,ROL3130,PER3130,A3130
E3131,ROL3131,PER3131,A3131
E3132,ROL3132,PER3132,A3132
E3133,ROL3133,PER3133,A3133
E3134,ROL3134,PER3134,A3134
E3135,ROL3135,PER3135,A3135
E3136,ROL3136,PER3136,A3136
E3137,ROL3137,PER3137,A3137
E3138,ROL3138,PER3138,A3138
E3139,ROL3139,PER3139,A3139
E3140,ROL3140,PER3140,A3140
E3141,ROL3141,PER3141,A3141
E3142,ROL3142,PER3142,A3142
E3143,ROL3143,PER3143,A3143
E3144,ROL3144,PER3144,A3144
E3145,ROL3145,PER3145,A3145
E3146,ROL3146,PER3146,A3146
E3147,ROL3147,PER3147,A3147
E3148,ROL3148,PER3148,A3148
E3149,ROL3149,PER3149,A3149
E3150,ROL3150,PER3150,A3150
E3151,ROL3151,PER3151,A3151
E3152,ROL3152,PER3152,A3152
E3153,ROL3153,PER3153,A3153
E3154,ROL3154,PER3154,A3154
